GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
 "12073","Leon, FL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",87.599,89.997,91.756,95.272,95.238,95.095,98.209,97.088,94.142,93.599,92.826,94.206,92.546,94.020,94.583,97.055,100.000,100.471,102.471,99.953,107.306,112.994
 "12073","Leon, FL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",9075416,9573753,9986322,10708768,11057898,11429843,12186852,12277320,12184811,12238880,12306290,12767898,12833638,13309446,13726739,14294901,14927969,15307897,15954174,16070987,17755764,19537874
 "12075","Levy, FL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",698923,716836,744421,767618,820847,787750,774883,736735,747631,768753,730435,721170,729240,791074,837045,893470,922164,922866,916269,988048,1011795,924886
 "12075","Levy, FL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",75.792,77.734,80.725,83.241,89.013,85.424,84.029,79.892,81.074,83.364,79.209,78.204,79.079,85.784,90.770,96.888,100.000,100.076,99.361,107.144,109.720,100.295
 "12075","Levy, FL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",502747,521747,559199,604558,655836,648679,669610,648203,673821,699236,676823,683614,711268,780141,821276,867883,922164,933443,945287,1042999,1169059,1187951
 "12077","Liberty, FL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",157891,173394,184166,188164,200883,214779,233477,235335,181478,190718,189419,174166,180194,179722,175473,182741,183216,180721,261273,299632,291037,269186
 "12077","Liberty, FL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",86.178,94.639,100.519,102.701,109.643,117.227,127.432,128.447,99.052,104.095,103.386,95.060,98.351,98.093,95.774,99.741,100.000,98.638,142.604,163.541,158.849,146.923
 "12077","Liberty, FL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",104136,117055,128043,136541,151376,168906,189673,195111,155844,166118,166233,155506,166354,170416,169434,177975,183216,186279,271692,314921,331018,339200
 "12079","Madison, FL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",404883,391715,395867,413462,404606,415900,400425,401606,371195,378055,372893,392530,404964,431152,450500,402729,408978,440297,409761,426723,427944,453130
 "12079","Madison, FL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",98.999,95.779,96.794,101.096,98.931,101.692,97.909,98.197,90.762,92.439,91.177,95.978,99.019,105.422,110.153,98.472,100.000,107.658,100.192,104.339,104.637,110.796
 "12079","Madison, FL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",295998,293420,302989,325732,325320,342786,339136,348845,333381,341993,340102,368552,388274,421211,442221,396462,408978,446650,425960,457929,480162,544813
 "12081","Manatee, FL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",10088416,11045299,11541598,12669928,14204765,15001418,14703485,12975159,12282058,11956560,11855379,11726752,12063251,12488711,13456458,13857042,14216885,14906415,15780295,15536245,16892032,17556802
 "12081","Manatee, FL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",70.961,77.691,81.182,89.119,99.915,105.518,103.423,91.266,86.391,84.101,83.389,82.485,84.852,87.844,94.651,97.469,100.000,104.850,110.997,109.280,118.817,123.493
 "12081","Manatee, FL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",7222807,8061176,8566444,9687613,11164500,12207820,12365147,11081000,10805765,10528028,10600621,10693287,11216393,11851439,13053034,13631340,14216885,15185098,16485711,16662798,18887696,20902538
 "12083","Marion, FL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",7085063,7454844,7982158,8518599,9191556,9887822,10167466,10097052,9174580,9049901,8968583,8706217,8857676,8877559,9080073,9725514,9763722,10173070,10291593,10698622,11457254,11682542
 "12083","Marion, FL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",72.565,76.352,81.753,87.247,94.140,101.271,104.135,103.414,93.966,92.689,91.856,89.169,90.720,90.924,92.998,99.609,100.000,104.193,105.406,109.575,117.345,119.653
 "12083","Marion, FL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",5208202,5593518,6077160,6649041,7382956,8178703,8624447,8689080,8061902,7974645,7991474,7934899,8224696,8403787,8809303,9591278,9763722,10380620,10762229,11518233,12859850,14033450
 "12085","Martin, FL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",6098442,6276955,6494444,6967335,7597446,8139374,8256952,7686096,7346696,7350305,7051560,7063462,6936988,7205216,7538165,7564906,7438578,7744419,7752528,8370060,8291578,8801544
 "12085","Martin, FL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",81.984,84.384,87.308,93.665,102.136,109.421,111.002,103.327,98.765,98.813,94.797,94.957,93.257,96.863,101.339,101.698,100.000,104.112,104.221,112.522,111.467,118.323
 "12085","Martin, FL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",4407785,4595471,4868710,5377584,6029859,6708251,7004093,6585463,6540790,6523921,6350353,6442662,6468275,6887135,7331577,7428562,7438578,7911448,8121569,8981448,9321899,10547832
 "12086","Miami-Dade, FL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",113811344,117746794,120299016,127108939,132479182,136982466,137873635,135257554,125714846,129948167,130889370,131238158,136402503,141686842,146610933,151646882,159539066,166478173,167321203,156638289,174396302,184513444
 "12086","Miami-Dade, FL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",71.338,73.804,75.404,79.673,83.039,85.861,86.420,84.780,78.799,81.452,82.042,82.261,85.498,88.810,91.897,95.053,100.000,104.349,104.878,98.182,109.313,115.654
 "12086","Miami-Dade, FL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",82652010,87437164,91033589,98598689,105494851,112625807,116386419,115916644,109584154,114338169,116635387,119490888,126448937,134125165,142337702,149384119,159539066,170148256,175590230,166830874,193948745,219476269
 "12087","Monroe, FL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",3969155,4099702,4234034,4409567,4535878,4489746,4559797,4656726,4324685,4467620,4466086,4575362,4406361,4538813,4644115,4838465,4924206,4939427,5207848,4966713,5570690,5914857
 "12087","Monroe, FL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",80.605,83.256,85.984,89.549,92.114,91.177,92.600,94.568,87.825,90.728,90.697,92.916,89.484,92.173,94.312,98.259,100.000,100.309,105.760,100.863,113.129,120.118
 "12087","Monroe, FL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",2759361,2928921,3086427,3299939,3506877,3594166,3771105,3932107,3730888,3868311,3916340,4106512,4032280,4248144,4469054,4753588,4924206,5065040,5484656,5305655,6198090,7054762
 "12089","Nassau, FL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",1844351,1936453,1964354,2078397,2127249,2236397,2365303,2388534,2199669,2196421,2267450,2222627,2338909,2381531,2438539,2589733,2646890,2693033,2881647,3021533,3281865,3438877
 "12089","Nassau, FL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",69.680,73.160,74.214,78.522,80.368,84.491,89.362,90.239,83.104,82.981,85.665,83.971,88.364,89.975,92.128,97.841,100.000,101.743,108.869,114.154,123.989,129.921
 "12089","Nassau, FL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",1297407,1389463,1431274,1547826,1637332,1788469,1947572,2010681,1910087,1916148,2000833,1998384,2151998,2238602,2350976,2537933,2646890,2758388,3024797,3226799,3662479,4134342
 "12091","Okaloosa, FL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",7974122,8620659,9318343,10218906,10749320,10708894,10799068,10331559,10000531,9793323,9812872,10222991,10358578,10458120,10607883,11032682,11313087,11793538,12423158,12790604,13777331,14067684
 "12091","Okaloosa, FL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",70.486,76.201,82.368,90.328,95.017,94.659,95.456,91.324,88.398,86.566,86.739,90.364,91.563,92.443,93.766,97.521,100.000,104.247,109.812,113.060,121.782,124.349
 "12091","Okaloosa, FL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",5702664,6354671,7049617,7940624,8621609,8883211,9205326,8949787,8846769,8723796,8853045,9374247,9637283,9927063,10293081,10879845,11313087,12048174,12974650,13661233,15184099,16361658
 "12093","Okeechobee, FL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",853608,913318,957453,1067652,1150198,1041600,1096477,948605,932754,979624,1001596,977478,962065,1183494,1202419,1166542,1253574,1152401,1541346,1651855,1608153,1737364
 "12093","Okeechobee, FL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",68.094,72.857,76.378,85.169,91.753,83.090,87.468,75.672,74.408,78.146,79.899,77.975,76.746,94.410,95.919,93.057,100.000,91.929,122.956,131.772,128.285,138.593
 "12093","Okeechobee, FL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",656645,713637,764148,880799,951988,882078,970240,856973,863175,913332,958993,959154,971758,1197325,1186352,1137802,1253574,1167744,1593403,1732066,1847924,2185689
 "12095","Orange, FL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",61089917,62882517,66197464,70967023,75502236,77637414,79635301,78192738,73132790,74463630,74592871,76800484,79560214,82515338,86755683,90039693,95077001,98406187,101440588,95182258,107983785,115012917
 "12095","Orange, FL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",64.253,66.139,69.625,74.642,79.412,81.657,83.759,82.241,76.920,78.319,78.455,80.777,83.680,86.788,91.248,94.702,100.000,103.502,106.693,100.111,113.575,120.968
 "12095","Orange, FL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",44549653,46799391,50009758,55004579,60286561,64067698,67577821,67437806,64672525,65913436,66853927,70429010,74182201,78344566,84357128,89037644,95077001,100260013,105964492,101030715,118287548,134442304
 "12097","Osceola, FL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",5486719,6055958,6464473,7003876,7697764,7784536,8348126,7829167,7591654,7877687,8110275,8108342,8352785,8834521,9369809,9826560,10505768,10833526,11594422,11253659,12407249,13276516
 "12097","Osceola, FL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",52.226,57.644,61.533,66.667,73.272,74.098,79.462,74.523,72.262,74.984,77.198,77.180,79.507,84.092,89.187,93.535,100.000,103.120,110.362,107.119,118.099,126.374
 "12097","Osceola, FL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",3855591,4360822,4741451,5287317,5997388,6284045,6950328,6637069,6604900,6856699,7158274,7321249,7696693,8318066,9037852,9647167,10505768,11073517,12193498,12110504,13945251,16007495
 "12099","Palm Beach, FL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",58806178,61392186,64165275,67262439,72283963,73246432,73506902,68642069,63961075,66069746,66751037,67636630,70171271,72150280,76561321,79105008,82713425,85555960,87095128,87415511,96812350,100113799
 "12099","Palm Beach, FL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",71.096,74.223,77.575,81.320,87.391,88.554,88.869,82.988,77.329,79.878,80.702,81.772,84.837,87.229,92.562,95.637,100.000,103.437,105.297,105.685,117.046,121.037
 "12099","Palm Beach, FL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",42266231,44987879,47881766,51816555,57189323,59878514,62096404,58862911,55858505,58042925,59529774,61569105,65147654,68379681,74144109,77813166,82713425,87313846,91009356,93486682,107678900,117543331
 "12101","Pasco, FL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",7424220,8043299,8644975,9357491,10005920,10818156,11273535,11115738,10381920,10601288,10703649,10961276,11015394,11477940,11814676,12344414,12596629,13038305,13722020,13964893,15458249,16064543
 "12101","Pasco, FL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",58.938,63.853,68.629,74.286,79.433,85.881,89.496,88.244,82.418,84.160,84.972,87.018,87.447,91.119,93.792,97.998,100.000,103.506,108.934,110.862,122.717,127.530
 "12101","Pasco, FL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",5271239,5845479,6413225,7136798,7873714,8825841,9459389,9486215,9122091,9320787,9518388,9956017,10195517,10852349,11440006,12151619,12596629,13307846,14365215,15058809,17336612,19146412
 "12103","Pinellas, FL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",40389513,41754025,42984205,44571825,46227658,46832528,47149401,45683839,44051058,44400442,43366435,43699558,44484587,45540590,47112766,47949877,48499271,50017118,50823168,51176720,54741510,57077799
 "12103","Pinellas, FL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",83.279,86.092,88.629,91.902,95.316,96.563,97.217,94.195,90.828,91.549,89.417,90.104,91.722,93.900,97.141,98.867,100.000,103.130,104.792,105.521,112.871,117.688
 "12103","Pinellas, FL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",30755863,32325725,33667653,35777295,38072550,39666103,40883737,40000198,39348356,39729282,39216592,40286742,41687621,43384474,45831656,47330394,48499271,50922657,52829433,54399164,60062738,66033226
 "12105","Polk, FL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",18457509,19076837,19702588,20689807,21881068,22616625,23199261,22789779,21432859,21659406,21596732,21887775,22553210,22472350,23713182,24482482,25742485,26450032,27402843,28204116,29827560,30523799
 "12105","Polk, FL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",71.701,74.106,76.537,80.372,85.000,87.857,90.121,88.530,83.259,84.139,83.895,85.026,87.611,87.297,92.117,95.105,100.000,102.749,106.450,109.563,115.869,118.574
 "12105","Polk, FL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",13052454,13759040,14475886,15697457,17134086,18330164,19365562,19449856,18999155,19258360,19560327,20184733,21135958,21480450,23090744,24061254,25742485,27092267,28692157,30037406,33629834,37305232
 "12107","Putnam, FL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",2352624,2377943,2446106,2469485,2530744,2685965,2736522,2729410,2434959,2569515,2542469,2352477,2253691,2177726,2150058,2187570,2125357,2183267,2176041,2256793,2136212,2166268
 "12107","Putnam, FL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",110.693,111.884,115.092,116.192,119.074,126.377,128.756,128.421,114.567,120.898,119.626,110.686,106.038,102.464,101.162,102.927,100.000,102.725,102.385,106.184,100.511,101.925
 "12107","Putnam, FL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",1710929,1733181,1825799,1893872,1995434,2216224,2304178,2323762,2192533,2299595,2297261,2131716,2097722,2096498,2101518,2138487,2125357,2235891,2277091,2400875,2428350,2671736
 "12109","St. Johns, FL",5,CAGDP1,1,"...","Real GDP (thousands of chained 2017 dollars) ","Thousands of chained 2017 dollars",4588425,4762486,5042167,5457825,5938121,6322226,6808371,6840377,6392213,6582321,6445042,6707059,7056348,7350414,7852536,8349447,8970720,9586921,10025749,10716450,11721991,12581337
 "12109","St. Johns, FL",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP ","Quantity index",51.149,53.089,56.207,60.840,66.194,70.476,75.895,76.252,71.256,73.376,71.845,74.766,78.660,81.938,87.535,93.074,100.000,106.869,111.761,119.460,130.669,140.249
 "12109","St. Johns, FL",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars) ","Thousands of dollars",3195719,3395699,3669279,4102170,4599728,5075512,5650355,5788859,5527355,5721094,5688744,6055409,6495462,6914413,7570212,8192210,8970720,9811847,10510240,11504451,13073869,14876075
